Bengali tech product reviews,tech product
"ইয়ারফোনটা নিয়েছিলাম Tech Public BD ইউটিউব চ্যানেলে রিভিউ দেওয়ার জন্য। এর জনপ্রিয়তা অনেক দিন ধরেই। বলতেই হবে এই বাজেটে অন্যতম সেরা একটা ইয়ারফোন। মিউজকে ভালোই লেগেছে, গেমিং পারফরম্যান্স ও ভালোই। তবে একই বাজেটে এর নতুন প্রতিদ্বন্দ্বী এখন মার্কেট কাপাচ্ছে। প্যাকেজিং ভালো ছিল। টাইমমতো ডলেইভারি পেয়েছি। অথেনটিক প্রডাক্ট ছিল। সেলারকে ধন্যবাদ",Headphone
এক কথায় অসাধারণ। দামটাও অনেক কম। জিনিস এক নাম্বার। সাউন্ড কোয়ালিটি বেস্ট মনে হইছে আমার কাছে,Headphone
"আসসালামু আলাইকুম, 💙 হুম,সাউন্ড কোয়ালিটি ভালো💙💙,,,তারা-তারি ডেলিভারি পাইছি, দেখে ও সাউন্ড কোয়ালিটি অনুযায়ী আসল ই মনে হচ্ছে।।।।।।অসংখ্য ধন্যবাদ💙",Headphone
"ডিসকাউন্ট নিয়া ৩০২ টাকা পরছে। দুইদিন ব্যাবহার করে রিভিউ দিচ্ছি, ইয়ারফোনটা এক কথায় অসাধারণ।এই বাজেটে বেস্ট ইয়ারফোন। আপনাদের কারো বাজেট যদি ৩০০ টাকার আশেপাশে হয় নিঃসন্দেহে এটা নিতে পারেন।",Headphone
"আমি খুবই খুশি পোডাক্ট টি হাতে পেয়ে,একদম অরজিনাল পোডাক্ট পেয়েছি,, এটা আপনারা যারা কিনতে চান তারা নিঃসন্দেহ নিতে পারেন,ডেলিভারি ম্যানটা খুব ভালো ছিল,এবং প্যাকেজিং ছিল ফ্রাস্ট ক্লাস,দেখার মতো,,,,সন্তোষ জনক,এতে কোনো অভিযোগ নাই😊😊😊😊",Headphone
ইয়ারফোন টা দাম অনুযায়ী যথেষ্ট ভালো। একটা ব্যবহার করে ভালো লেগেছে বলে আবারও অর্ডার করেছি। ধন্যবাদ সেলার এবং দারাজকে।,Headphone
"একদম বাজে। কানের মধ্যেই খুলে গেছে। এরকম নোংরা পন্য আর হয় না। ১০ দিন হবে না নেওয়ার, ইউজ করেছি সর্বচ্চ ১২/১৩ ঘন্টা। এতো নোংরা জিনিস দারাজ মলে (Daraz Mall) কিভাবে বিক্রি হয়?সব নাকি ভেরিফাইড শপ। দারাজে কোন অথেনটিক পন্য নেই।",Headphone
এই নিয়ে ৩ বার কিনলাম । প্রথমবার এলাকার দোকান থেকে নিয়েছিলাম দাম বেশি নিয়েছিল । তারপর ২ বার দারাজ থেকে কমদামে কিনলাম । প্যাকেজিং খুব সুন্দর আর কোনো ভেজাল নেই । এই ইয়ারফোন এর জন্য এই সেলার ই best .,Headphone
"প্রোডাক্ট টা খুব ই ভালো লেগেছে, আসা করি অনেক দিন ব্যবহার করতে পারব।ধন্যবাদ আর বিশেষ করে ডেলিভারি ম্যান কে অনেক ধন্যবাদ উনি প্রোডাক্ট খুবই ভালো ভাবে দিয়েছেন এবং ওনার আচরন ও অনেক ভালো",Headphone
"একদম বাজে সার্ভিস। আমার এর আগে একটা পুরাতন ছিলো ওইটার চেয়ে ক্যবল ও ছোট, ক্যবল একদম নরমাল। ওরজিনাল মাল দেন নি ভাই,,খুব ই হতাশ,,,,,৩০০ টাকার প্রোডাক্ট নিলাম, দিয়ে দিলেন ১৫০ টাকার টা",Headphone
"সুন্দর এবং কোয়ালিটিফুল বলে মনে হচ্ছে। ব্যাবহারের পর বাকিটা বোঝা যাবে, কোনো কারণে নকল বলে মনে হলো না❤️",Headphone
"আলহামদুলিল্লাহ, প্রোডাক্টটি খুবই সুন্দর এবং কোনোরকম সমস্যা ছাড়াই হাতে পেয়েছি। এখন পর্যন্ত কোনোরকম সমস্যা পাই নি, সাউন্ড কোয়ালিটিও যথেষ্ট ভালো।আশা করা অনেকদিন পর্যন্ত এটি ভালো সার্ভিস দিবো।",Headphone
এই হেডফোন টা আমার এক ফ্রেন্ড বলছিল অনেক ভাল তাই কিনলাম🙂🙂🙂🙂 সাউন্ড কোয়ালিটি ও অনেক ভালো।,Headphone
আলহামদুলিল্লাহ! সঠিক সময়ে কাঙ্খিত পণ্যটি দেওয়ার জন্য ধন্যবাদ Daraz-কে। অরিজিনাল একদম। বাম পাশে মাইক্রোফোন দেওয়া। কম বাজেটের মধ্যে চাইলে এটাই আপনার জন্য সেরা হবে । 💕,Headphone
"পেকেজিং ভাল ছিল,,, খুব দ্রুত ডেলিভারি পেয়েছি,,, জিনিস অরজিনাল,,, ধন্যবাদ সেলারকে,,, ১০০% রিকুমেন্ডেড,,",Headphone
"আলহামদুলিল্লাহ, অনেক ভালো হেডফোন ১৫ দিন ব্যবহার করার পর review দিলাম সেলার এর ব্যবহার অনেক ভালো। ধন্যবাদ সেলার কে এতো ভালো একটি হেডফোন দেওয়ার জন্য",Headphone
আশা করি এই প্রোডাক্টটা সবাই নিবেন অনেক ভালো একটি প্রোডাক্ট কিন্তু প্রোডাক্টটা বাজেট টা একটু বেশি।আর সেই প্রোডাক্টটি আমি কিনেছিলাম কিন্তু বাট রিটার্ন করে দিয়েছি। তার কারণ হচ্ছেপরাক্রম আমার পছন্দ হয়নি পরবর্তীতে।,Headphone
সাউণ্ড কোয়ালিটি অনেক ভালো। দেখতেও সুন্দর,Headphone
সাউন্ড কোয়ালিটি বেশ ভালো আর দেখতে ও সুন্দর সাথে একটা বক্স ও আছে। সব মিলিয়ে বেশ।,Headphone
দামের তুলনায় ভালো প্রোডাক্ট। এই দামে বাজারের অন্য যেকোনো প্রোডাক্ট এর চাইতে ভালো।,Headphone
একদম যেমনটা দেখেছি তেমনি পেয়েছি।ধন্যবাদ সেলার ও দারাজ কে। ১০০% অরিজিনাল প্রডাক্ট সবাই নিতে পারেন🥰🥰🥰,Headphone
"রিভিউতে যে রকম,দেখছি ,সে রকম একদম ছিল না, এটা,আশা করি নি,,আপনাদের কাছ থেকে,,,খুবই শখ করে,পছন্দের,জিনিসটা অর্ডার দিছিলাম,, বাট,, মন মতো,, অর্ডার টা,আসে নি,,,,",Headphone
অনেক ভালো একটা ইআরফোন ১ বছর চলসে🥰,Headphone
আমি মোঃ তানবীর হাসান দিনাজপুর থেকে প্রোডাক্টটি কিনেছি। প্রোডাক্টটি মোটামুটি ভালো ছিল । কাজ চালানোর জন্য নিতে পারেন,Headphone
অরিজিনাল পেলাম। ডেলিভারি মেন খুবই ভালো ছুটিতে ছিল তাই একটু দেরিতে হাতে পেলাম,Headphone
প্যাকেজিং টা জোস ছিল। এর আগেও দারাজ থেকে ইয়ারফোন কিনেছি। কিন্তু এবারেরটা ছিল সবথেকে বেস্ট ছিল। আর ইয়ারফোনের কোয়ালিটিও ভালো এবং স্মুথ 🙂,Headphone
আলহামদুলিল্লাহ। পন্য হাতে পাওয়ার পর খুব ভালো লাগলো । সত্যিই সেলার ভাই অনেক ভালো যেমন টা চেয়েছি তেমন টাই পেয়েছি সব দিক থেকে ভালো ছিলো সাথে একটা মোবাইল স্টান ফ্রি পেলাম । সাউন্ড কোয়ালিটি বেজ কোয়ালিটি সব ঠিকঠাক। ধন্যবাদ দারাজ বাংলাদেশ ধন্যবাদ সেলার,Headphone
একটা কিনে একটি ফ্রি পেয়েছি । মোবাইলের স্ট্যান্ড টা খুব দারুন ছিল এবং হেডফোনটা অনেক ভালো. আমার কাছে খুব দারুন লেগেছে আপনারা চাইলে নিতে পারেন বেশি দামি না কিনে এটা কিনে দেখতে পারেন অনেক ভালো হবে🌟💥❤ধন্যবাদ দারাজ এবং সেলার,Headphone
দারাজের প্রতি দিন দিন বিশ্বাস বেড়ে যাচ্ছে।এই দামের মধ্যে অত্যন্ত ভালো একটি প্রোডাক্ট ধন্যবাদ সেলারকে,Headphone
একটির সাথে একটি হেডফোন ফ্রি পেয়েছি অতি স্বল্প মূল্যে।দারাজের ফ্রি শিপিং আর ভাউচার ডিসকাউন্ট দিয়ে মোটামুটি কম দাম পড়েছে এটি কিনতে।একটি হেডফোন সবকিছু ঠিকঠাক আছে আরেকটি হেডফোন ফোনে কথা বলার সময় ঘের ঘের শব্দ করে।আমি জানি এত কম দামে ফোনে কথা বলার জন্য ভালো হেডফোন পাওয়া সম্ভব না। ফোনে ভালো করে কথা বলার জন্য আরো বেশি দামের হেডফোন কিনতেই হয়।তবে আমি সন্তুষ্ট আছি এই দুইটা হেডফোনের মধ্যে একটায় মোটামুটি ভালোভাবে ফোনে কথা বলা যায় শোনা যায় ভালো করে।তবে দুইটা হেডফোন দিয়ে আপনি খুব ভালো গান শুনতে পারবেন কারন এর সাউন্ড কোয়ালিটি এভারেজ আর এই দামে সেরা।অসংখ্য ধন্যবাদ সেলার ভাইয়াকে।এরকম ভাবে আমরা ক্রেতারা খুশি হলে আপনাদের উপর পরবর্তীতে আপনাদের কাছ থেকে আরো অনেক প্রোডাক্ট কিনবো নির্দ্বিধায় বিশ্বাস নিয়ে আপনাদের উপর।❤,Headphone
১. একটা হেডফোনের সাথে আর একটা হেডফোন পেয়েছি ২. সাউন্ড কোয়ালিটি একদম খারাপ না। ব্যাকগ্রাউন্ড সাউন্ড এন্ড লয় সাউন্ড রিকগনাইজ করতে একটু অসুবিধা হচ্ছিল ৩. আমার পরিবার এবং আমার সফলতা সুস্থতা কামনার জন্য সেলারকে অনেক ধন্যবাদ ৪. সামনে কম দামে ভালো প্রোডাক্ট পাওয়ার জন্য আপনার কাছে কামনা করছি,Headphone
আলহামদুলিল্লাহ প্রোডাক্টটি ভাল ছিল যা আশা করছি তার চেয়ে ভালো পাইছি প্রোডাক্টটি দুই দিনের ভেতর পেয়ে গেছি ডেলিভারি বয় এর ব্যবহার খুব ভাল ছিল সবকিছু মিলিয়ে আলহামদুলিল্লাহ,Headphone
"দাম হিসেবে প্রোডাক্ট অনেক ভালো। ২ টাই পেলাম, ঠিক সময়ে দিছেন। প্যাকিং ভালো ছিলো। রাইডার ভাইয়া টাও অনেক ভালো। ভালোই। দাম যেহেতু অনেক কম❤️",Headphone
দাম অনুযায়ী অনেক ভাল ছিল সাউন্ড কোয়ালিটিও বেশ ভালো আপনারা নিতে পারেন,Headphone
ডেলিভারি খরচসহ ২ টি ১১০ টাকার মতো দাম পড়েছে। সাউন্ড কোয়ালিটি অনেক ভালো। চাইলে নিতে পারেন।,Headphone
দাম অনুযায়ী অনেক সুন্দর। ধন্যবাদ সেলার ভাই।আসা করছি আগামী দিন গুলোতেও এমন ভালো প্রোডাক্ট সেল দিবেন।,Headphone
আসলেই অনেক সুন্দর আমি ভেবেছিলাম এতো কম দামে নিচ্ছি খারাপ না হয় খুব টেনশন হচ্ছিলো বাট এখন দেখছি না আসলেই খুব সুন্দর আপনারা নিতে পারেন ☺️☺️☺️☺️,Headphone
কম বাজেটে একসাথে দুইটা ভালো হেডফোন পেয়েছি ধন্যবাদ সেলার এবং দারাজকে।,Headphone
"আলহামদুলিল্লাহ, অনেক ভাল প্রডাক্ট, সাউন্ড কোয়ালিটি অনেক ভাল, আপনারা চাইলে নিতে পারেন।ধন্যবাদ",Headphone
ছবি তে যেমন চেয়েছি তেমনই পেয়েছি ধন্যবাদ অসাধারণ একটি হেডফোন,Headphone
খুবই সুন্দর দুইটাই ভালো পেয়েছি। আজ ১০ দিন ব্যাবহার করে রিভিউ দিলাম প্রডাক্ট ভালো। আপনারা চাইলে নিতে পারেন।,Headphone
প্রোডাক্ট ভালো কিন্তু প্যাকেজিং খারাপ একটা প্যাকেট এ দুইটা দিয়ে দিচ্ছে প্রডাক ১০ এ ৮ প্যাকেজিং ১০ এ ২,Headphone
ভালো একটা প্রোডাক্ট সাউন্ড কোয়ালিটি ক্লিয়ার!,Headphone
মাশাআল্লাহ অনেক ভালো এক বছর ধরে ব্যবহার কথা তাও কোন ডিস্টাপ দেয়নি,Headphone
ধন্যবাদ সেলার ভাই কে কমদামে ভালো পণ্য দেয়ার জন্য।,Headphone
"সেলার অনেক অনেস্ট, পণ্যও ভালো। হেডফোন দুইটাই সেম কোয়ালিটি, অল ওকে। নিতে পারেন চাইলে",Headphone
"সেলারকে ধন্যবাদ দিয়ে ছোট করতে চাই না। অত্যন্ত রেসপন্সিভ একজন সেলার। ভাইয়ের সাথে অর্ডার করার সময় চ্যাট হয়েছিল। উনাকে যা বলেছি তাই দিয়েছেন। প্যাকেজিং, ডেলিভারী, প্রডাক্ট- এক কথায় অসাধারণ। সেলারের জন্য অশেষ দোয়া রইল। ভাল থাকবেন। আপনার সর্বাঙ্গীন মঙ্গল কামনা করি।",Headphone
৫ দিন পরে রিভিউ দিতে আসলাম।। আলহামদুলিল্লাহ আমি যেমনটা চেয়েছিলাম ঠিক তেমনটাই পেয়েছি। প্রোডাক্টটির প্যাকেজটাও ছিল খুন ভালো। প্রোডাক্টটির মানও খুব ভালো। সাউন্ড কোয়ালিটি খুব ভালো। ৩-৪ ঘন্টা চার্জ থাকে। কিন্তু একটা কারনে খুব রাগ উঠেছিল যে ওর্ডার দেওয়ার ৪ দিন পরে হাতে আসছে। তাছাড়া সবকওছু আলহামদুলিল্লাহ ঠিকঠাক। কম দামে খুব ভালো একটি জিনিস। আপনারা চাইলে নিতে পারেন।।,Headphone
"আলহামদুলিল্লাহ 3 দিনের মধ্যে প্রোডাক্ট হাতে পেয়েছি, বিল্ড কোয়ালিটি অনেক ভাল শক্তপোক্ত ছিল, দাম হিসেবে প্রোডাক্টটি অনেক ভালো এবং এর সাউন্ড কোয়ালিটিও অনেক ভাল, আর জিনিসটা অনেক অনেক ভালো।",Headphone
মুটামুটি ভালো প্রডাক্ট। সবঠিকই আছে। কিন্তু একটু কষ্ট পেলাম ফোনের সাথে কানেক্টেড করার যে কট দেওয়ার কথা ছিল সেটা দেই নায়। Seller বলছিল দিবে but দেই নাই। 😓😓😓 এই প্রডাক্ট টার মাইক্রো ফোনে সমস্যা। 🤬🤬🤬🤬,Headphone
প্রডাক্ট টা অনেক ভালো আর অনেক তারাতারি পেয়েছি ডেলিভারি ম্যান টাও ভালো,Headphone
"দাম অনুযায়ী আলহামদুলিল্লাহ অনেক ভালো একটি প্রডাক,,,, "" ছেলার ভাইকে অনেক অনেক ধন্যবাদ আমাকে ভালো একটি প্রডাক দেওয়ার জন্য,,,,,!! কিন্তুু চার্জ একটু কম থাকে,,,, তবে আলহামদুলিল্লাহ ভালো,,,,, 🤗🤗💓👍",Headphone
"জিনিস টাকার তুলনায় ভালো পাইছি,, শুধু চার্জার কেবল পাইছি,,ফোন টূ হেডফোন এর কেবল টা পাইনাই,, ☹️ বাকি সব ঠিক ঠাক আছে 😑",Headphone
আলহামদুলিল্লাহ। সবকিছু ঠিকঠাক মতই পেয়েছি। এই প্রাইসে এটা নিসন্দেহে বেস্ট হেডফোন। সেলার ভাই ও ট্রাস্টেড। আগে উনার থেকে T9 ট্রিমার নিয়েছিলাম। ওইটাও খুব ভালো ছিলো। হেডফোন টাও জোস। ধন্যবাদ।,Headphone
প্রথমে ধন্যবাদ আল্লাহ্‌ পাক কে। দারাজ কে অনেক অনেক ধন্যবাদ আবারো আমার বিশ্যাস কে টিকিয়ে রাখার জন্য আর ধন্যবাদ সপ কে জিনি আমাকে রেন্ডম কালার বলেও আমার ফেভেরেট কালার দিয়েছে আর রাইডার ও খুবি ভালো সবাই কিনতে পারেন ভালো প্রডাক্ট চারজ জানিনা পুরো পুরি কতখন থাকবে আমি ইউস করি খুবি কম গান টান শুনা হয়না তাই কিন্তু কোয়ালিটি ভালো,Headphone
"আলহামদুলিল্লাহ অনেক ভাল,, আমি যে মনটা চেয়েছিলাম ঠিক তেমনি,, দাম অনুযায়ী অনেক ভালো একটি প্রোডাক্ট,, আমার অনেক পছন্দ হয়েছে অর্ডার করার ৬ দিন এর মধ্যে প্রডাক্টটি পেয়েছি ধন্যবাদ দারাজ টিম এবং ধন্যবাদ সেলার ভাইকে,, 🥰😍 সবাই প্রোডাক্টটি নিতে পারেন",Headphone
পণ্যটা ভালো চাইলে নিতে পারেন। গান মিউজিক অনেক ভালো কিন্তু কথা বুঝা যায় কম অনেক জোরে কথা বলতে হয়,Headphone
এই টা খুবই সুন্দর একটি প্রোডাক্ট। দাম হিসেবে খুবই ভালো। ডেলিভারি ভাইটা খুব ভাল ছিল। আপনারা চাইলে নিতেই পারেন।,Headphone
"প্রোডাক্ট টা অনেক ভালো, চার্জ ও থাকে সাউন্ড কোয়ালিটি আরো ভালো, sorry লেট করে রিভিউ দেওয়ার জন্য,, ডেলিভারি মেন ও অনেক ভালো, প্রোডাক্ট টা অনেক ভালো সবাই নিতে পারেন 🖤",Headphone
এই দামে শেরা জিনিস খুব ভালো আর সেলারের ব্যাবহার খুব ভালো সেলার ভাইকে ধন্যবাদ আপনারা চাইলে নিতে পারেন,Headphone
যতটা সময়ের মধ্যে পাওয়ার আশা করেছিলাম তার থেকে আগে পেয়েছি জিনিসটার দাম হিসেবে জিনিস টা অনেক ভালো আপনারা চাইলে কিনতে পারেন,Headphone
"২০২২-২৩ সালের অদ্ভুত এক আবিষ্কার এই P47 হেডফোন। এতো অল্প দামে এমন ভালো কোয়ালিটির সাউন্ড আর কোনো হেডফোন/ইয়ারফোনে কেউ পাবে না। অসাধারণ বেজ, ক্লিয়ার সাউন্ড, ৩ ঘন্টার মতো ব্যাক আপ পাচ্ছি। পুরনো হয়ে গেলে আস্তে আস্তে কমে যাবে। কিন্তু তাতেও সমস্যা নেই। 3.5 mm jack দিয়ে অনায়াসে কাজ করা যায়, কোনো চার্জ ও Bluetooth কানেকশন ছাড়াই। একটাই প্রবলেম, সেটা হলো প্লাস্টিক খুবই নিম্ন মানের এবং অল্পতেই ভেঙে যাবে। গত বছর সাদাটা কিনছিলাম। টেবিল থেকে পড়েই ভেঙে চুরমার। সেলারকে অসংখ্য ধন্যবাদ ভালো কোয়ালিটির প্রোডাক্ট দেয়ার জন্য। লোকাল স্টোর গুলাতে খোঁজ নিতে গেছিলাম কিন্তু খুঁজে পাইনি। কোয়ালিটি মালের সাপ্লাই নেই দেখে এই হেডফোন এখন আর কেউ আনছে না খুলনার মার্কেটে। তাই আবারো ধন্যবাদ সেলার ভাই কে।",Headphone
"দাম অনুযায়ী প্রোডাক্ট ভাল। ৩৫০৳ এর চাইতে ভাল আশা করা ঠিক না। তবে আমি পারসোনালি বলব সাউন্ড কোয়ালিটি আর একটু ভালো হতে পারত। তবে সেলার ভাইকে অনেক ধন্যবাদ, ইনটেক প্রোডাক্ট দেওয়ার জন্য। কালার টা ও সেইম ছিল, যেমনটা অর্ডার দিয়েছিলাম। (যারা কিনবেন তাদের জন্য একটা কথা, রাইডার এর কাছ থেকে প্রোডাক্ট নেবার সময় চেক করে নিবেন। সব থেকে ভাল হয় দারাজ এর অফিসিয়াল চেক পয়েন্ট থেকে প্রোডাক্ট নেওয়া । এতে ২ টা লাভ হয় **** ১. ৮০ টাকা ডেলিভারি খরচ দেওয়া লাগে না [অবশ্যই প্রোডাক্ট রিসিভ লোকেশন দারাজ অফিসিয়াল চেক পয়েন্ট হতে হবে। ২. প্রোডাক্ট এ সমস্যা থাকলে সাথে সাথে রিটার্ন দেওয়া যায়।",Headphone
ধন্যবাদ সেলার ও দারাজ আরো ধন্যবাদ ডেলিভারি ম্যানকে আরো বলতে চাই প্রোডাক্টটা গুড প্রোডাক্ট সুন্দর এই দামের মধ্যে আপনারা যারা নিতে ইচ্ছু নিতে চাইলে নিতে পারেন।,Headphone
কি বলবো ভাই 😮 কম টাকায় এত সুন্দর একটা প্রোডাক্ট | যেটা সত্তি অসাধারণ | সাউন্ড কোয়ালিটিও অনেক ভালো | ধন্যবাদ সেলারকে এত সুন্দর একটা প্রোডাক্ট দেওয়ার জন্য ❤️❤️🥰🥰,Headphone
"অর্ডার করেছিলাম ২৮ তারিখ। Estimated Day লেখা ছিলো ৪ থেকে ৭ অক্টোবরের মধ্যে। কিন্তু তার আগেই আজ ১ অক্টোবরেই আমি আমার প্রোডাক্ট পেয়ে গেছি! দুপুর থেকে এই সন্ধ্যা পর্যন্ত নেড়েচেড়ে আর ব্যবহার করে দেখলাম। দেড় ঘন্টার একটা ক্লাসও নিলাম অনলাইনে এটা দিয়েই। সাউন্ড ঠিকঠাক। মাইক্রোফোনের সাউন্ড ক্যাপচারও ভালো। যাদের সাথে এটা দিয়ে ফোনে বা অনলাইনে কথা বলছি, সবাই আমাকে স্পষ্টই শুনতে পাচ্ছে। তবে অনেক্ষণ কানে রাখলে কান ব্যথা করে। ওভারঅল আমি বেশ সন্তুষ্ট। মোটামুটি value for money বলা যায়। Seller কে ধন্যবাদ এবং অভিনন্দন!",Headphone
"সেলারকে ধন্যবাদ ভালো একটি প্রোডাক্ট দেয়ার জন্য, সেই সাথে দারাজকেও ধন্যবাদ দ্রুত ডেলিভারি করার জন্য। প্রোডাক্টটি চার্জ থেকে খুললে আর ইউজ করা যায় না, সব সময় চার্জে লাগিয়ে ইউজ করতে হয়। এখন কি করব জানাবেন?",Headphone
প্রথমেই অনেক অনেক ধন্যবাদ জানাতে চাই request টি রাখার জন্য। একদম সঠিক সময়ে প্রোডাক্টটি হাতে পেয়েছি। সত্যিই অসাধারণ একটা feel আসে প্রোডাক্টটি হাতে নিলে। তবে ব্যবহারের পর বাকিটা বোঝা যাবে।,Headphone
"অনেক ভালো মানের হেডফোন । কোয়ালিটি অনেক ভালো। কিন্তু দুঃখের বিষয় aux cable 😢দেয়নি । সবাই নিতে পারেন হোম । তবে ডেলিভারি চার্জটা একটু বেশি আরেকটু কমলে ভালো হতো ।হোম ডেলিভারি চার্জ 99 টাকা লাগছে আমার। ধন্যবাদ দারাজ কে 💞
",Headphone
"ভাই পন্যটা অনেক ভালো হয়েছে ডেলিভারি ভাইয়া অনেক ভাল ""ছিল আশা করি তারা সবাইকে সবসময় ভাল জিনিস দেবে দারাজ ধন্যবাদ দারাজ🥰🥰",Headphone
"অনেক সুন্দর পোডাক্ট টা সাউন্ড কোয়ালিটি অনেক সুন্দর,,, ডেলিভারি ম্যান কে অনেক ধন্যবাদ জানাই যে আমার নিকটে এসে পার্সেল টা দেওয়ার জন্য ধন্যবাদ আপনাকে 🥰🥰🥰",Headphone
"এত সুন্দর একটা প্রোডাক্ট পাব কখনো ভেবে দেখিনি,ধন্যবাদ দারাজকে, এত সুন্দর একটা প্রোডাক্ট দেওয়ার জন্য, কোন সমস্যা নেই আপনারা চাইলে অবশ্যই নিতে পারেন, ধন্যবাদ❤️🖤",Headphone
আমি যেমনটা চাইছিলাম তেমনটাই বেহেস্তি পেয়েছি ইচ্ছে করলে নিতে পারেন অনেক সুন্দর একটি প্রোডাক্ট আর দারাজকে অনেক ধন্যবাদ এত সুন্দর প্রোডাক্ট দেওয়ার জন্য,Headphone
আলহামদুলিল্লাহ 🥰প্রথম বার দারাজ থেকে কম দামে ভালো একটা প্রোডাক্ট পেয়েছি।আমি ৭ দিন ব্যবহার করার পর আজকে রিভিউ দিচ্ছি।চার্জ অনেক ভালোই থাকে।তার পাশা পাশি ব্লুটুথ ছাড়া ও তার লাগিয়ে ব্যবহার করা যায়।দাম অনুযায়ী মোটামুটি ভালো। আর যে দামই নিচে এর থেকে আর ভালো বিল্ড কোয়ালিটি হয় না। ধন্যবাদ সেলার এবং দারাজ কে।,Headphone
ধন্যবাদ দ্বারাজকে এই প্রোডাক্টটি অনেক ভালো সাউন্ড কোয়ালিটি অনেক ভালো ব্যাটারি ব্যাকআপ অনেক ভালো,Headphone
"যেই প্রোডাক্টটা চাইছিলাম ওইটাই দিছে অনেক সুন্দর প্রোডাক্ট চাইলে কেউ নিতে পারেন, ধন্যবাদ দারাজ এবং সেলার কে",Headphone
"খুবি খুবি ভালো হেডফোন। এই দামে এত সুন্দর কুয়ালিটি আশা করি নি, এখন মনে হচ্ছে একসাথে 2টা নিলে ভালো হত। আমার লজিটেক এর একটা হেডফোন আছে (১৫০০টাকা দাম) সেইটার থেকেও ভালো। আর হ্যা এইটাতে বেয আছে। যেইটুকু বেয আছে তা ""on the ear"" হেডফোন টাইপ হিসেবে যথেষ্ট এবং সাউন্ড খুবি লাউড, ফুল সাওন্ডে শুনলে মাথার তার ছিরে যেতে পারে। মাইক্রফন কুয়ালিটিও ভালো, আর ডেলিভারি খুবি দ্রুত ছিলো। #Bang_for_bucks!",Headphone
হেডফোন ভালো আছে.....সাউন্ড কোয়ালিটি ভালো....তিনদিনের কম সময়ে ডেলিভারি পেয়েছি…ব্ল্যাক কালার চেয়েছি ব্ল্যাক কালার দিয়েছেন....প্যাকেজিং এর মান ভাল ছিল...সব মিলিয়ে আমি সেটিস্ফাইড....ধন্যবাদ দারাজ,Headphone
ভেবেছিলাম প্রোডাক্ট টা ভাল হবে। কিন্তু হয় নি। ১ ঘন্টার বেশি ব্যবহার করা যায় না। চার্জ শেষ হয়ে যায় ‌। আমি হতাশ হলাম। 🥺,Headphone
"এককথায় চমৎকার, আমি এটা পেয়ে অনেক খুশি। শীতকালে সবাই নিতে পারেন। চার্জও বেশ ভালো থাকে। সাউন্ড কোয়ালিটিও ভালো।",Headphone
দাম অনুযায়ী পারফেক্ট আপনারা চাইলে নিতে পারেন আমি দুইটা নিয়েছি।,Headphone
সত্যি বলতে অসাধারণ এত অল্প দামে ভালো একটা হেডফোন দেওয়ার জন্য তারা যেভাবে সেলারকে অসংখ্য ধন্যবাদ ৫/৫ দিলাম,Headphone
খুব ভালো।আমি ৩দিন ব্যাবহার করে দেখলাম সার্ভিস অসাধারণ। কম দামে এত ভালো প্রডাক্ট দেওয়ার জন্য ধন্যবাদ।,Headphone
১ মাস ১৩ দিন ব্যবহার করার পর রিভিউ দিলাম খুব ভাল একটি প্রডাক্ট।মনের মতো একটি হেড ফোন পেয়েছি।,Headphone
"হেডফোনটার সাউন্ড কোয়ালিটি, বেজ এবং প্যাকেজিং খুবই ভালো। এই দামে বিল্ড কোয়ালিটি ও ঠিক আছে তবে সব মিলিয়ে ম্যাটেরিয়াল একটু উন্নত করলে ভালো হতো,দামের ও কিছুটা তারতম্য হতো। ভালো জিনিসের স্বাভাবিকভাবেই একটু মূল্য বেশি। তবে এটা খারাপ না, খুবই ভালো কিছুদিন ব্যবহারের পর রিভিউ দিলাম, ধন্যবাদ সেলারকে।",Headphone
"আজকে তিনদিন পর রিভিউ দিতে আসলাম। প্রডাক্টটি ব্যবহার করে যা বুঝলাম তা হলো, প্রোডাক্টটি আসলেই পারফরম্যান্স এর দিক দিয়ে খুব ভালো কিন্তু প্রোডাক্টটির কোয়ালিটির ব্যাপারে আপনাদেরকে একটু সেক্রিফাইস করতে-ই হবে, কারণ এই পণ্যটির দামও কিন্তু নেহায়েত কম...😊 জাহান টেলিকম সম্পর্কে বলবো, আপনাদের সার্ভিসে আমি খুবই সন্তুষ্ট। যেমন চেয়েছিলাম ঠিক তেমন-ই পেয়েছি.....😍 দারাজ সম্পর্কে বলবো, আমার প্রথম অরডার ছিল। আপনাদের সার্ভিসও খুব ভালো লেগেছে। ধন্যবাদ....🥰🥰",Headphone
"এক কথায় অসাধারণ!!! এত কম টাকায় অসাধারণ পারফরম্যান্স দিচ্ছে!!! কিন্তু একটি কথা, Daraz কে delivery চার্জ 70 টাকা নেওয়ার উচিত বলে আমি মনে করি না, ভেবেছিলাম এ বছর delivery চার্জ আরো কমাবে, কিন্তু তারা আরো 10 টাকা বাড়ায়ছে। তার জন্য আর ছোট পণ্য অর্ডার করতে দিধাবোধ করছি। আশা করি তারা delivery চার্জ কমাবে। ধন্যবাদ সবাইকে!!👍👍👍",Headphone
