cleaned_stopwords,Sentiment
ব্লুটুথ কানেক্ট নারিটার্ন দিছি ভালো আশা সমস্যা সমাধান কররে দারাজ,0
ভালো প্রোডাক্ট সবাই,1
ভালো প্রডাক্ট। দাম অনুযায়ী একদম টিক,1
ভালো প্র্যাকটিস পিসি প্লেয়ারদের খেলতে পারব,1
বলমো হয়ছে ধন্যবাদ সেলার ফোনের র্ভাসন হবাতে খেলতে পারছি,1
কীবোর্ড মাউস ঠাক কানেক্ট ব্লুটুথ কানেক্শন পাচ্ছে ব্লুটুথ কানেক্শন পাই খাবো কিভাবে এপ্স নামাইতে বলছে নামাইছি সেটাপ করছি শেষে ব্লুটুথ কানেকশন পাচ্ছে করবো মাউস কীবোর্ড দিয়ে,0
ব্লুটুথ করেনা জিনিস্টা জোসসমস্যা একটু অটো ডিসকানেকটেড হয়ে যায় লাইন থকলেও মাউস কিবোর্ড একদম মিক্স প্রো টাই ঝামেলা,2
সবই ছিলো বাট কনভার্টার ব্লুতুথ হুদাই ওর্ডার করলাম জলার কথা নিল বাতি জ্বলছে লাল বাতি,0
অসাধারণ কীবোর্ড অ্যান্ড্রয়েড টিভি বক্স একদম পারফেক্ট কীবোর্ড প্রোডাক্টটি ভালো লেগেছে প্রকার সমস্যা এটার সেলার ধন্যবাদ ভাল প্রোডাক্ট পাঠানোর ডেলিভারি নিদৃষ্ট সময় পেতাম আরো খুশি হতাম একটা স্টার কমিয়ে দিলাম পুরো স্টার ইচ্ছা ছিল।,1
আসলে সময়ের অভাবে ছবি তুলতে পারিনি তাড়াতাড়ি হাতে পেয়েছি ধন্যবাদ দারাজ ভালো পণ্য দেয়ার একটু সমস্যা এটার সাথে মোবাইলে ওটিজি ক্যাবল দিলে ভালো হতো। বাকি সবকিছু আপনারা নিঃসন্দেহে ধন্যবাদ।,1
দাম হিসেবে প্রডাক্ট আছে। মাঝেমধ্যে কানেকশন যায়। বুঝতে পারছি ক যাবে। অর্জিনাল প্রডাক্ট ক্লন কপি চায়না। মোটামুটি ভালো আছে।,1
জোস একটা প্রোডাক্ট অলমোস্ট দিনের রিভিউ দিচ্ছি। যতটুকু আশা করেছিলাম তারচেয়ে ভালো পারফরম্যান্স দিচ্ছে। ব্যাটারিটা ফোলাড্যামেজ ছিলো। সেলার প্যাকিং পূর্বে একটু চ্যাক দিতো কাস্টোমারকে ভুগতে হতো না।,1
ছবির সাইজ লিমিটেশন আপলোড পারলাম না। আজকেই রিসিভ করলাম। টাকা দাম। ভালই যাক কতদিন করে। কালারফুল লাইট আগ্রহ থাকলেও সেলার ভাইয়া বলেছিল টা কালার পাব টা পাচ্ছিনা।,2
দীর্ঘ মাস ব্যাবহার রিভিউ দিচ্ছি৷ কীবোর্ড টা ভালো৷ চার্জ দিলে অনেকদিন যায়৷ রঙের আলো জ্বলে কীবোর্ড এ৷ অভার অল ভালই৷ বিঃদ্রঃ এন্ড্রয়েড টিভি বক্স সাথে ব্যাবহার করেছি৷,1
ধন্যবাদ দারাজ সুন্দর প্রোডাক্ট জন্য। সবাই পারেন। একটা নিয়েছিলাম নিলাম।,1
একমাস রিভিউ দিলামএতো কমদামে সত্যিই ভালো জিনিসটেকসই কেমন দেখার পালাধন্যবাদ দারাজ,1
চমৎকার গেজেট কিছুদিন করছি আশা করছি,1
স্টার দিতাম সামান্য একটু নড়াচড়া ব্যাটারি ডিসকানেক্ট হয়ে যায় কাগজের গেটিস দিয়ে চালাচ্ছি। ব্যাটারি টা mah। এইটুকু সমস্যা ছাড়া বাদ বাকি দাম অনুযায়ী ঠিকই আছে।,1
দাম টাকা মনেহচ্ছে বেশিএই দামে কিনাই ভালআমার ভাউচার কিনছিদারাজ ছোট টা বাক্রের কিবোড দিছিযার কারণে কিবোডে দাগ পেয়েছি দারাজের পেকিং উন্নতি কিবোডের কোয়ালিটি ভালকিনতে পারেনঃ দাম টাকার একটু দাম।,0
অসাধারণ বাজেটের ভালো একটা কিবোর্ড।। কিবোর্ড সাথে সফটওয়্যার থাকলে আরো ভালো হতো।।,1
প্রইস রেন্জে বেস্ট প্রডাক্ট ডেলিভারি জলদি পাইছি,1
সুন্দর একদম এক কথা৷ দুইমাসের কাছাকাছি রিভিউ দেওয়া৷ ইনশাআল্লাহ পারেন৷ দিয়ে নিলাম৷ দেখি দাম কম,1
প্রাইসে বেস্ট গোমিং কিবোর্ড ফ্রানটেকের প্রোডাক্টও অসাধারণ সেলার দারাজবে অসংখ্য ধন্যবাদ প্রোডাক্টটি সময় পৌছে দেয়ার,1
আজকেই প্রোডাক্ট হাতে পেলাম। অথেনটিক প্রোডাক্ট। মিলিয়ে ভাল। সেলার ভালো রিসপন্সিভ।,1
এক বছর ব্যাবহার রিভিউ দিচ্ছি। এখনো নতুনের মতই। অফিসে হেভি ডিউটি ব্যাবহার তারপরেও এখনো সমস্যা হয়নাই। রিভিউতে ছবি ভিডিওও মাত্রই তোলা কেনার এক বছরের সময়ের পর।,1
বাজেট অনুযায়ী ভালো ছিলো। ডিলেভারি টাইম লাইনের পেয়েছি। প্যাকেজিয় মোটামুটি ভালো ছিলো। ধন্যবাদ দারাজ,1
কিবোর্ডটা খুবই ভালো ছিলো। তিন রিভিউ দিতেছে।অনেকটা দামে কম মানে ভালো হইছে কাছে।তারপরে ধরনের কালার।পুরাই মাখন। ধন্যবাদ,1
প্যাকেজিং ভালোই মজার বেপার বড় কার্টুনে দেয়ায় খুজে পেতে ধকল গেছে। কিবোর্ডটা মোটামুটি দারুণই rgb lighting দরকার হলে৷ লাইট ছাড়া কিবোর্ড ইউজ মুশকিল সাদা ভ্যারিয়েন্ট থাকলে দারুণ হতো। মাঝেমধ্যে কিবোর্ড ইনপুট নেয় প্রবলেম পেয়ছি। দেখি আরো দশ দিনে বড় ইশ্যু পেলেই আগেরবার একটা কিবোর্ড কিনে রিটার্ন হয়েছিল। যাক হয়।,1
আলহামদুলিল্লাহ দারাজ কিনা বেষ্ট প্রডাক্ট বেষ্ট কিবোর্ড,1
ভালো সার্ভিস ছিল। জেনুইন প্রোডাক্ট পেয়েছি। ডেলিভারি দ্রুত ছিল।,1
দেখলাম প্রাইজ হিসেবে পারফেক্ট একটা কিবোর্ড। দারাজকে ধন্যবাদ সঠিক প্রোডাক্টস দেওয়ার জন্য। দারাজ প্রোডাক্টটি পারেন। ধন্যবাদ,1
অরজিনাল প্রোডাক্টRGB নয়টা লাইটিং মুড এককথায় অসাধারন।সেলার আন্তরিক ব্যবহারে মুগ্ধ। মেমব্রেন কীবোর্ড মেকানিকাল ফীল পাবেন আশা ভালো লাগবে। ধন্যবাদ।।,1
কীবোর্ড বিল্ড কোয়ালিটি কম্প্রোমাইজ এক কথায় বিল্ড কোয়ালিটি জশ। শুধুমাত্র টাইপিং মোটামুটি কম্ফোর্টেবল মজা পাওয়া যায়না টাইপিং খারাপও বলবো না। গেমিং কিনতে নিঃসন্দেহে কীবোর্ড ভালো চয়েজ বাজেটে। কীবোর্ডটির লাইটিং ফাংশনালিটি সবথেকে ভালো লেগেছে। প্যাকেজিং মোটেও ভালো লাগেনি শুধুমাত্র একটা বড় বক্সের ঢুকিয়ে পাঠিয়ে দিয়েছে। প্যাকেজিং আরো উন্নত উচিৎ সেলারের পরামর্শ। ওভারঅল সেটিস্ফাইড।,1
ডেলিভারি দেরিতে হাতে পেয়েছি। প্রোডাক্ট সবকিছু ঠিকঠাক যেমনটি চেয়েছিলাম। সাথে ব্যাটারি দিলে ভালো হতো।,2
প্রোডাক্ট ভালো ছিল। কীবোর্ডের সাথে নন ব্রান্ডের ব্লু টুথ রিসিভার দিয়ে ইউগ্রিনের টা পারত।,2
ভাল হাতে খুশি প্রডাক্টের সমস্যা কিবোর্ডটির লাইটের ব্রাইটনেস ভাল,1
কিনেছি করছি। সমস্যা দেখিনি এখনো ভালোই করছে৷ মেকানিক্যাল কিবোর্ড হিসেবে যথেষ্ঠ ভালো কম্ফোর্টেবল। Blue Switch K RED কোম্পানির সুইচ ইউজ হয়েছে। কোম্পানির মডেল কম বাজেটের কিবোর্ড গুলোর সুইচ গুলো সার্কিটে সোল্ডারিং থাকে। মানে ইচ্ছে মত সহজে সুইচ খুলে পরিবর্তন পারা যাবেনা। সুন্দর পণ্য সেল ধন্যবাদ।,1
আলহামদুলিল্লাহ প্রোডাক্ট সঠিক সময়ে হাতে পেয়েছি। সকল আছে। আপনারাও পারেন।,1
ভালো আপনারা চাইলে পারেন। ধন্যবাদ সেলার ভালো প্রডাক্ট দেওয়ার,1
দারাজ একটা কস্ট পাইলাম ভালো নিলাম মেকানিকাল কিবোর্ড সুইস গুলো একদম বাজে এস্পিরিন গুলো ভালো প্রেস টাইনা উঠাতে ৷৷ ফালতু,0
কীবোর্ড টা ভাল। গুলা স্মুথ। ওয়ারেন্টি কার্ড পাই নি,2
খুবই সুন্দর প্রোডাক্ট আপনারাও,1
কিবোর্ডটা পছন্দ । কিবোর্ডটা টিকলেই খুশি ফার্স্ট মেকানিক্যাল কিবোর্ড এক্সপেরিয়েন্স। সেলারকে ধন্যবাদ রেড সুইচটা জন্য। ।,1
দামে বেস্ট কিবোর্ড রেড সুইচের মেকানিক্যাল না। ইন ফ্যাক্ট সেরা কিবোর্ড। দাম অনুযায়ী কোয়ালিটি টপ নচ। দাম কম থাকতে থাকতে কিনে ফেলেন দেখবেন র্যাপুর মত এটারো দাম উঠায় দিবে কোম্পানি।,1
দেখায় একটা আরেকটা ব্যাপার টাকা হিসেবে ভালো একটা কিবোর্ড মাংস ফ্রি দিতেছে প্যাকেজ ভালো এসেছে দুইটা কিবোর্ড দিতেছে নিলে ভালো অফার,2
ভালো কিবোর্ড গেমিং বেস্ট কিবোর্ড কিবোর্ড লাইটিং গেম খেলে ভালো লাগে নাইস সেলারকে ধন্যবাদ,1
অর্ডার ঘন্টার কম সময়ের ভিতরে ডেলিভারি পেয়েছি। মূলত কিবোর্ড টা নেবার লাইট। রাতে রুমের লাইট বন্ধ কিবোর্ড অক্ষর গুলো দেখার পরিমান আলো আছে। রকমের লাইট সাথে বছরের প্রোডাক্ট ওয়ারেন্ট। প্রোডাক্ট টা ইনটেক বিল্ড কোয়ালিটি ভালো একটু সফট বাটন খুজেন মোটামুটি ভালো আওয়াজ হয়। এটাকে দিব লাইটের উজ্জ্বলতা সহনীয় মাত্রায় ডিজাইন কোয়ালিটি ভালো।,1
দাম হিসেবে পারফেক্ট। তে অফার টাকা পরেছিলো। সুবিধাঃ গুলো প্রয়োজনীয় হটকি আছে। অসুবিধাঃ কখনো কখনো ক্লিক মিস ডাবল ক্লিক হয়। গুলোর কালো রঙের শেডটা যায়গায় সমান না। লাল কালি দিয়ে দেখিয়ে দিয়েছি।,1
কোয়ালিটি জোসপ্রিমিয়াম।ব্যাপরটা ক্যাবল কোয়ালিটি বাজেআরেকটু ব্যাটার পরতো,2
আলহামদুলিল্লাহ আজকে হাতে ফেলাম ভালো লাগলো। মাস ব্যাবহার রিভিউ এডিট করবো। ইংশাল্লাহ।,1
আলহামদুলিল্লাহ। কিবোর্ডটা রিসিভ করেছি। দেখি কেমন করে।,1
ভালো কিবোর্ড এইটা। আপনারা,1
আলহামদুলিল্লাহ খুবই সুন্দরআপনারা চাইলে পারেন।,1
দাম পণ্যটা ভালো লাইটিংগুলো অসাধারণ । সময় মত ডেলিভারি গেছি মতে পণ্যটি কেনা লাভজনক,1
দেখলাম ভালো চাজ যাই ভালো সাউন্ড তুলনা নেইধন্যবাদ সেলার ভাইকে সুন্দর প্যাকেজ দিয়েছেএবং সুন্দর করছিলআমি এক সাথে টা হেডফোন নিয়েছিলাম ধন্যবাদ সুন্দর সারভিস দেওয়ার,1
আপনারা অর্ডার পূর্বে রিভিউটি ভালো দেখুন। আশা করিনি। অর্ডার করলাম লেনোভো নেকবান্ড হেডফোন দাম টাকা মিনি ব্লুটুথ স্পিকার পাঠানো দাম টাকা। দারাজ সেলারের ব্যবসা বন্ধ উচিত।,0
কিনতে পারলে খুশি থাকবেন।,0
ধন্যবাদ। আশা নি এতো ভালো হবে। ভয়ে ছিলাম ভালো কিনাএটি দারাজ কেনাকাটা।। কম দামে ভালো জিনিস পেয়েছি।। সাউন্ড কোয়ালিটি ভালো।।।ধন্যবাদ সুন্দর জিনিস জন্য।।।,1
প্রডাক্ট ভালো সেলার ধন্যবাদ দারাজ ডেলিভারি সার্ভিস বাজেআমার প্রডাক্ট পাওয়ার কথা পাইলাম আজকে ফোন দিয়ে কমপ্লেন এক্সট্রা টাকা নষ্ট করেনিজে টাকা দিয়ে প্রডাক্ট নিবো আপনাদের এতো বাহানা কেনো প্রডাক্ট ফ্রি তে দিতেছেন এতো ভাব দেখাবেনডেলিভারির মান আরো উন্নত মুখ থুবড়ে পড়তে সময় লাগবে না।,1
ভাই আপনারা বিক্রি জন্যই পন্য মানুষকে পাশাপাশি সেবাও থাকেন। নিকট অনেকগুলো প্রোডাক্ট ক্রয় করলাম অধিকাংশই বাজে ব্যবহারের অযোগ্য। রিপোর্ট ফিডব্যাক আসেনা এক্সচেঞ্জ সুযোগ না। পরবর্তীতে আপনাদের নিকট পণ্য ক্রয়াই করবোই পরিচিত তাদেরকেও দিব ভাই জন্য।,0
রিভিউ দিয়েছি ভালো হয়েছে চার্জ ভালোই অল্প টাকায় এতো সুন্দর ভালো সাউন্ড ভাবা যায় নাঅনেক ধন্যবাদ সেলার আপনারা চোখ বন্ধ বিশ্বাসের সাথে আশা ঠকবেন,1
প্রডাক্টটি ভালো। সাউন্ড ভয়েস কোয়ালিটি ভাল। ভালো লেগেছে। সেলারকে অসংখ্য ধন্যবাদ। ডেলিভারি ম্যান ভালো। ভালো সার্ভিস ডারাজকে অসংখ্য ধন্যবাদ।,1
দামে এতো ভালো প্রোডাক্টস আশা যায় এক কথায় দাম অনুযায়ী মাল ভালো তে সেলার ধন্যবাদ এতো কম দামে এতো ভালো মাল দেওয়ার Daraz অসংখ্য ধন্যবাদ ডেলিভারি ম্যান ভালো মিলিয়ে এক কথায় অসাধারণ,1
দাম হিসেবে সমস্যা ঠিকভাবেই পেয়েছি । তে দেওয়ার এটার সাউন্ড একেবারে কমানোর পরও কান দিয়ে একটানা গান শুনতে থাকি কানে সমস্যা এইদিকটাই খারাপ লাগলো কম দামের,1
যথাসময়ে পণ্য হাতে পেয়েছি। ছবিতে সেলার তেমনটাই দিয়েছে। ভালো হচ্ছে। এখনো করিনি রিভিউ এডিট করব। সেলার দারাজকে ধন্যবাদ।,1
ডেলিভারি ম্যানকে অসংখ্য ধন্যবাদ পার্সেলটি সুন্দরভাবে প্যাকেটিং জন্য। কম টাকার ভালো একটা পণ্য লাইফে ফার্স্ট অর্ডার করছিলাম কম টাকার পণ্য অর্ডার করছি খারাপ হয়। আশা করছিলাম ভালোআপনারা ভালো চার্জ পাঁচ ঘন্টার মত।,1
সুন্দর ভাল করে। ম্যাগনেট একটু কম করে। সাউন্ড সাউন্ড কোয়ালিটি ভালো। চার্জ দিলে চার্জ অনেকক্ষণ চলে।,1
দাম অনুযায়ী প্রডাক্ট খুবি ভালো সাউন্ড খুবই ভালো।তবে বেছ লাভার রা পিছিছে থাকবেন।তবে দামে neckband পাওয়া যায় অনেক।চার্জ মোটামুটি ভালোই আরাই ঘন্টা ব্রেকাপ খারাপ না।,1
প্রোডাক্ট হাতে পাওয়ার রিভিউ দিলাম আলহামদুলিল্লাহ ভালো একটা প্রোডাক্ট দারাজ ধন্যবাদ কম দামে ভালো একটা প্রোডাক্ট সাউন্ড কোয়ালিটি চার্জিং ভালো,1
আলহামদুলিল্লাহ ভালো ইয়ারফোন ভালো লাগছে দুইটি নিয়েছি ধন্যবাদ দারজ ডেলিবারি একটু দেরিতে পাইছি এক কথায় জিনিস টা মাশাআল্লাহ,1
সল্পমূল্যের ভালো প্রোডাক্ট। বাজারের প্রচলিত ব্লুটুথ ভিন্ন। ব্যবহারে ভালো। নিয়েছি। আরাম পাচ্ছি।,1
টাকায় চেয়ে ভালো আশা যায় না। সেলার বলেছিলাম চেক দিতে। কোথাও প্রবলেম নাই।সাউন্ড কোয়ালিটিও মোটামুটি ভালো।এখন দেখি কয়দিন।,1
আলহামদুলিল্লাহ প্রোডাক্ট হাতে পাওয়ার রিভিউ দিলাম।অনেক ধন্যবাদ সেলার ভাইকে ধন্যবাদ দারাজকেও।,1
কম দামে ভালো একটা জিনিস। সাউন্ড কোয়ালিটি আনেক ভালো।গলায় যায় ভালো করে।Charge ভালো যাচ্ছে।ধন্যবাদ Daraz ধন্যবাদ সেলাকে,1
আলহামদুলিল্লাহ মোটামুটি ভালো প্রোডাক্ট চাইলে আপনারা সাউন্ড কোয়ালিটি মোটামুটি কম বাজেটে বেস্ট প্রোডাক্ট ধন্যবাদ সেলার ভাইকে,1
হাতে পাওয়ার এটার পারফর্মমেন্স শেয়ার করলাম। দাম অনুযায়ী ভালো পন্য।এটার সাউন্ড কোয়ালিটি দারুন।এক কথায় অসাধারুন। চার্জিং বেকাও মোটামুটি ভালোই পাচ্ছি।,1
দারাজের একমাত্র প্রোডাক্ট একটু পছন্দ হয়েছে।।।। ব্যবহারে মাস রিভিউ দিলাম এতদিন আজকেও নতুনের মত সার্ভিস। ফুল চার্জে টানা তিন ঘন্টা যায়।,1
ভালো সাউন্ড চার্জ অনেকক্ষণ সমস্যা ম্যাগনেটিক টা স্লো তাছাড়া ভালো একটা ইয়ারফোন সাউন্ড কোয়ালিটি সবদিক ভালো একটা ইয়ারফোন ধন্যবাদ daraz,1
পনোটা রিভিউ চাই কারন ফোনের ইসপিকার ভালো কথা যায় এটাকে রিভিউ করবো,2
ভালো যেটা অর্ডার করেছি পেয়েছি চাইলে আপনারাও সাউন্ড কোয়ালিটি সুন্দর। thanks,1
আলহামদুলিল্লাহ প্রোডাক্টটা খুবই ভালো দারাজ অসংখ্য ধন্যবাদ প্রথমবার তাড়াতাড়ি পুরা খাতে পেয়েছি,1
দাম অনুযায়ী প্রডাক্ট ভালো। সাউন্ড কোয়ালিটি ভালো।,1
আলহমদুলিল্লাহ ভালো জিনিষ দেলি চলবেনা কেনো ধন্যবাদ সেলার ভাইকে বেপসা আরো ভালো হক,1
টাকা হিসেবে ভালো সাউন্ড কোয়ালিটি ভালো আপনারা চাইলে দারাজকে ধন্যবাদ,1
কমদামে ভালো প্রোডাক্ট জানিনা কতদিন টিকবে অবশ্যই ভালো আশা করব ঘন্টার ব্যাকআপ পেয়েছি । প্যাকেট অবস্থা নাজেহাল। ক্ষতিগ্রস্থ হওয়ার সম্ভাবনা ছিল। আলহামদুলিল্লাহ ভিতরে অক্ষত অবস্থায় পেয়েছি।,2
ধন‌্যবাদ সেলার‌কে ভা‌লো প্রডাকট দেয়ার জন‌্য। ত‌বে লেখা আ‌ছে ম‌্যাগ‌নে‌টিং ‌হেড‌ফোনআর দি‌ছে নরমালটা এটায় কোন ম‌্যাগ‌নেট নাই। সা‌থে ধন‌্যবাদ দারাজ‌কে।,1
দারাজ ধন্যবাদ। অল্প সময়ের প্রোডাক্ট ডেলিভারি জন্য। প্রোডাক্ট মান গুন ভালো। অল্প সময় হাতে পেয়েছি। ডেলিভারি ম্যান ভালো ছিল। আপনারা চাইলে প্রোডাক্ট পারেন।,1
প্রোডাক্স পেয়েছি মোটা মোটি ভালো চার্জারের পিন টা পেলাম না।বিষয় টা খুবই খারাপ।টাকা দিয়ে জিনিস কিনলে জিনিস কম দিবে,0
খুবই কষ্ট পেলাম। ওপেন হয়না। চার্জ হয়না চেঞ্জ চাই,0
একদম বাজে একটা হেডফোন । চার্জ মিনিট থাকে। st time order করেছিলাম। জীবনেও করবা order কিছু। সাউন্ড একদম বাজে। সাউন্ড বাড়িয়ে দিলে ফাটা আওয়াজ আসে,0
ভালো একটা ব্লুটু আপনারা সেলার ভাই টা ভালো,1
দাম অনুযায়ী চাইলে বরাবর ডেলিভারি দিয়েছেন,1
দাম ভালো প্রোডাক্ট সাউন্ড কোয়ালিটি ভালো,1
আলহামদুলিল্লাহ ডেলিভারি তারাতাড়ি পেয়েছি। কম দামের মোটামুটি ভালো।,1
কম প্রাইসে এইটা বেস্ট ডিল। সবাই পারেন। সাউন্ড কোয়ালিটিও ভালো। টাকার TWS সাথে তুলনা এইটা এগিয়ে থাকবে।,1
দামে অত বললাম ব্যাটারি ব্যাকআপ খুবই কম আরএকটু ব্যাকআপ দিলে ঠিকঠাক চালানো যেত।,0
ভালো সুন্দর দারুন কম দামে ভালো জিনিস পেয়েছি আপনারাও কিনুন সাজেস্ট করছি নেয়ার সেলার ভালো। দীর্ঘদিন তারপরে রিভিউ করলাম। ধন্যবাদ।,1
ধন্যবাদ কম টাকায় এতো ভালো পণ্যটি দেওয়ায় । সাউন্ড কোয়ালিটি স্মুথ চার্জও ভালোই যায় আলহামদুলিল্লাহ,1
আলহামদুলিল্লাহ ভালোই চলছে ওডারের একদিন প্রডাক্ট হাতে পেয়েছি ভালোই চলছে সবাই সমস্যা,1
আলহামদুলিল্লাহ সাউন্ড কলিটি সুন্দর মেগ্নন্টে পাওয়ারটা কম মোবাইল পকেটে রাখলে লাইন ডিচকান্টেকটেড হইযা টাকা ভালো সবায় ধন্যবাদ,1
রিভিউ দিচ্ছি চার্জ ঘণ্টা যায়। কথা সমস্যা আমার। সমস্যা হয়নি।,1
প্রোডাকটির দাম হিসাবেএটি কোয়ালিটি ফুল প্রোডাকট।সাউণ্ড কোয়ালিটি মোটামুটি ভালো,1
হেডফোনটা ভালো সাউন্ড কোয়ালিটি সাউন্ড বাড়ানো ভালো এক মাস পরও।,1
দুইদিন কিনেছি রিভিউ দিচ্ছি। মোটামুটি সন্তুষ্ট পেরেছে। দামে পেয়েছি খুবই খুশি। সবকিছু ঠিকঠাক,1
কম দামের ভালো পণ্য সেলার ভালো ।,1
ভালো ছিলো। চৌম্বকে সমস্যা।এছাড়া ভালো,2
এক কথায় অসাধারণ ছিল। দুঃখের বিষয় অর্ডার করেছিলাম হাতে পেলাম । সাত দিন। দাঁড়া আজকে অনুরোধ করবো সময়টার একটু লক্ষ্য রাখতে,2
সেলার ভাইটি আসলেই ভালো ভালো মানের পদক হেডফোনটি ঘন্টা চার্জ থাকতেছে সাউন্ড কোয়ালিটি অসাধারণ,1
সাউন্ড কোয়ালিটি খুবই ভালো। পছন্দ হয়েছে। একটাতে হেড সেটের চার্জিং পিনটা ছোটা ছিল। আশা করছি রিপেয়ার থাকবে। প্রোডাক্ট খুবই ভালো। ধন্যবাদ সেলারকে।,1
টাকা দাম অনুযায়ী সাউন্ড ভালই। চার্জ হিসেবে খুবই ভালো প্রডাক্ট ঘন্টা চার্জ থাকেআমি ব্যাবহার রিভিও দিচ্ছি। দারাজ বেস্ট ইয়ারফোন।,1
অসাধারণ প্রোডাক্ট । বড় কথা সেইলারের ব ব্যবহারটা ভালো ছিল। কম দামে ভালো প্রোডাক্ট,1
ভালো পণ্য ‌। সেলার ভাই সুন্দর ডেলিভারি মিলিয়ে ভালো,1
ভালো সুন্দর পণ্য ধন্যবাদ ডেলিভারি ম্যানকে অসংখ্য ধন্যবাদ,1
একবারে পয়সা উসুল মত প্রোডাক্ট কম দামে ভালো একটা প্রোডাক্ট পাব কল্পনাও পারিনি দারাজ কেনাকাটা বরাবরের মতই সন্তুষ্ট,1
আলহামদুলিল্লাহ অপেক্ষা হাতে পাইলাম খুবই ভালো হেড ফোন সাউন্ড কোলেটি ভালো চাজ ভালো,1
অনেকদিন রিভিউ দিচ্ছি। নাম মান ভালো ভালোই ব্যাকআপ দেয়। চার্জ ঘন্টা চালাতে পারি।,1
জদিও একটু দেরিতে পেয়েছি। আশাই ছেড়ে দিয়েছিলাম। দারাজ নিরাশ নি। ধন্যবাদ দারাজ সেলার,1
মাস রিভিউ দিলাম।আলহামদুলিল্লা সত্যিই সুন্দর চার্জ দিলে চার্জ হয়।আর দাম হিসেবে শাস্রয়ী,1
দারাজ ধন্যবাদ ভাবছিলাম আরো সুন্দর ভালো,1
ব্লুটুথ ভালো সবাই দুইটা কিনছি আপনারা চাইলে খুবই ভালো,1
অরিজিনাল প্রোডাক্ট পেয়েছি ধন্যবাদ সেলার সুন্দর প্রোডাক্ট পাঠানোর জন্য। সাউন্ড কোয়ালিটি সত্যিই অসাধারণ। পরিমাণে বেস রয়েছে। মাইক্রোফোনটা সুন্দর সুন্দর। মাইক্রোফোনের ক্লিয়ারিটি ভালো। মিলিয়ে প্রোডাক্টটা ভালো আপনারা সবাই নির্দ্বিধায় অর্ডার পারেন। ধন্যবাদ সেলার দারাজ বাংলাদেশকে,1
আলহামদুলিল্লাহ আজকে প্রোডাক্টটা হাতে পেলাম ভালো একটা প্রোডাক্ট সাউন্ড কোয়ালিটি মনোমুগ্ধ মত অরজিনাল প্রডাক্ট জারা ডিজে গান শুনতে ভালো ভালোবাসেন perfect এয়ারফোন গেমিং দিক দিয়েও পারফরম্যান্স ভালো পেয়েছি সেলার টাও ভালো কথাবার্তা ভদ্র ধন্যবাদ দারাজ,1
ইয়ারফোনটা নিয়েছিলাম Tech Public BD ইউটিউব চ্যানেলে রিভিউ দেওয়ার জন্য। জনপ্রিয়তা ধরেই। বলতেই বাজেটে অন্যতম সেরা একটা ইয়ারফোন। মিউজকে ভালোই লেগেছে গেমিং পারফরম্যান্স ভালোই। বাজেটে প্রতিদ্বন্দ্বী মার্কেট কাপাচ্ছে। প্যাকেজিং ভালো ছিল। টাইমমতো ডলেইভারি পেয়েছি। অথেনটিক প্রডাক্ট ছিল। সেলারকে ধন্যবাদ,1
এক কথায় অসাধারণ। দামটাও কম। জিনিস এক নাম্বার। সাউন্ড কোয়ালিটি বেস্ট হইছে,1
আসসালামু আলাইকুম হুমসাউন্ড কোয়ালিটি ভালোতারাতারি ডেলিভারি পাইছি সাউন্ড কোয়ালিটি অনুযায়ী আসল হচ্ছে।।।।।।অসংখ্য ধন্যবাদ,1
ডিসকাউন্ট নিয়া টাকা পরছে। দুইদিন ব্যাবহার রিভিউ দিচ্ছি ইয়ারফোনটা এক কথায় অসাধারণ।এই বাজেটে বেস্ট ইয়ারফোন। আপনাদের কারো বাজেট টাকার আশেপাশে নিঃসন্দেহে পারেন।,1
খুবই খুশি পোডাক্ট হাতে পেয়েএকদম অরজিনাল পোডাক্ট পেয়েছি আপনারা কিনতে নিঃসন্দেহ পারেনডেলিভারি ম্যানটা ভালো ছিলএবং প্যাকেজিং ফ্রাস্ট ক্লাসদেখার মতোসন্তোষ জনকএতে অভিযোগ,1
ইয়ারফোন টা দাম অনুযায়ী ভালো। একটা ভালো লেগেছে আবারও অর্ডার করেছি। ধন্যবাদ সেলার দারাজকে।,1
একদম বাজে। কানের খুলে গেছে। এরকম নোংরা পন্য না। নেওয়ার ইউজ করেছি সর্বচ্চ ঘন্টা। এতো নোংরা জিনিস দারাজ মলে Daraz Mall কিভাবে বিক্রি হয়সব ভেরিফাইড শপ। দারাজে অথেনটিক পন্য নেই।,0
কিনলাম । প্রথমবার এলাকার দোকান নিয়েছিলাম দাম নিয়েছিল । দারাজ কমদামে কিনলাম । প্যাকেজিং সুন্দর ভেজাল । ইয়ারফোন সেলার best,1
প্রোডাক্ট টা ভালো লেগেছে আসা পারব।ধন্যবাদ ডেলিভারি ম্যান ধন্যবাদ প্রোডাক্ট খুবই ভালো দিয়েছেন ওনার আচরন ভালো,1
একদম বাজে সার্ভিস। একটা পুরাতন ছিলো ওইটার চেয়ে ক্যবল ছোট ক্যবল একদম নরমাল। ওরজিনাল মাল নি ভাইখুব হতাশ টাকার প্রোডাক্ট নিলাম দিয়ে টাকার টা,0
সুন্দর কোয়ালিটিফুল হচ্ছে। ব্যাবহারের বাকিটা বোঝা কারণে নকল,1
