cleaned,Sentiment
আজকে তিনদিন পর রিভিউ দিতে আসলাম  প্রডাক্টটি ব্যবহার করে যা বুঝলাম তা হলো  প্রোডাক্টটি আসলেই পারফরম্যান্স এর দিক দিয়ে খুব ভালো কিন্তু প্রোডাক্টটির কোয়ালিটির ব্যাপারে আপনাদেরকে একটু সেক্রিফাইস করতে ই হবে  কারণ এই পণ্যটির দামও কিন্তু নেহায়েত কম     জাহান টেলিকম সম্পর্কে বলবো  আপনাদের সার্ভিসে আমি খুবই সন্তুষ্ট  যেমন চেয়েছিলাম ঠিক তেমন ই পেয়েছি       দারাজ সম্পর্কে বলবো  আমার প্রথম অরডার ছিল  আপনাদের সার্ভিসও খুব ভালো লেগেছে  ধন্যবাদ      ,1
এক কথায় অসাধারণ    এত কম টাকায় অসাধারণ পারফরম্যান্স দিচ্ছে    কিন্তু একটি কথা        কে          চার্জ  টাকা নেওয়ার উচিত বলে আমি মনে করি না  ভেবেছিলাম এ বছর          চার্জ আরো কমাবে  কিন্তু তারা আরো  টাকা বাড়ায়ছে  তার জন্য আর ছোট পণ্য অর্ডার করতে দিধাবোধ করছি  আশা করি তারা          চার্জ কমাবে  ধন্যবাদ সবাইকে     ,1
সত্যিই খুব অসাধারন প্রোডাক্ট  খুব খুশি হয়েছি একদম অরিজিনাল ভালো সাউন্ড কোয়ালিটি সাথে চার্জ যায় অনেকক্ষন ধন্যবাদ আপনাদের ,1
অসাধারন একটা প্রোডাগ যেমন ভাবসিলাম তার চাইতে ও সুন্দর এবং কোয়ালিটি ও সাউন্ড ভালই আছে ধন্যবাদ দারাজ কে,1
ধন্যবাদ    যেমনটা চেয়েছিলাম তাই পেয়েছি   সেলার কেও অসংখ্য ধন্যবাদ   তবে একটু হালকা হওয়ায় সাবধানে ব্যবহার করতে হবে ,1
মোটামুটি অনেক টাই কমফোর্টেবল কিন্তু সাওন এর চলার সময় একটু সাওন পবলেম দেয় ফুল সাওন দিলে,2
ভালই   সাউন্ড কোয়ালিটি ভালো  তবে চার্জ কম থাকে,2
দাম অনুযায়ী পন্য যতেষ্ট ভাল  ডেলীভারী ম্যান ভাই খুব ই ভাল  সঠিক সময়ে পন্য বুঝে পেয়েছি  আশাকরি দারাজ তার এই মান ধরে রাখবে ,1
অর্ডারের  দিন পরে হাতে পেয়েছিলাম  তবুও অনেক ভালোে একটা প্রোডাক্ট  মাত্র  মিনিটে ফুল চার্জ হয়  আবার ঘন্টারও বেশি ব্যাকাপ দেয়  সত্যি কল্পনাও করতে পারিনি  তবে সাউন্ড কোয়ালিটিটা তবুও ভালো এত কম দামে এর থেকে আর ভালো আসা করা যায়না ,1
ব্লুটুথে সাউন্ড কোয়ালিটি ভালো  হেডফোন জ্যাক লাগলে সাউন্ড একটু কম হয়  কালো রঙের চেয়েছিলাম  সেটাই পেয়েছি             ,1
ছোট ভাইয়ের জন্য নিছি  ও খুশি তো আমি খুশি৷ সারাদিন এটা নিয়া ভাইব করে  আর কি লাগে আমার    প্যাকেজিং ও ভালো ছিলো  ধন্যবাদ সেলার কে   ,1
জিনিস টা জোস আপনারা চাইলে নিতে পারেন আমার খুব ভালো লেগেছে,1
খুব ভাল হেডফোন  সাউন্ড কলিটি খুবিই ভাল  চার্জ অনেক সময় থাকে  সব মিলিয়ে ভালোই  ধন্যবাদ দারাজকে   ,1
এই প্রথম দারাজ থেকে কিনলাম জিনিসটা মোটামুটি ভালোই আছে  চার্জ ব্যাকআব অসাধারণ দাম অনুযায়ী,1
আলহামদুলিল্লাহ   হেডফোন টা অনেক ভালো লাগসে আমার যেমন দেখসি পিক এ তেমনই পাইছি    সাউন্ড একটু কম কিন্তু অনেক আরামদায়ক কানের কোনো ক্ষতি করে না  মাইক্রফোন কোয়ালিটি মোটামুটি    স্টাইলিশ     এক কথায় অনেক অসাধারণ     এটা পরে কম্পিউটার এর সামনে বসলে মনে হয় আমি প্রফেশনাল    তবে যেই ভাইয়া টা ডেলিভারি দিতে আসসিলো সেই ভাইয়াটার জন্য অনেক দোয়া রইলো     যাইহোক হেডফোন টা অনেক সুন্দর      নিতে পারেন অনেক ভালো হবে    ,1
স্মুথ সাউন্ড   ভিডিও বা অডিও প্লেয়ার এ সাউন্ড এর এক্সপেরিয়েন্স ভালো বাট ইউটিউব বা কোনো ওয়েব সাইটে সাউন্ড একটু কম মনে হলো      স্মুথ কালার ট্রানজিশন ইফেক্ট ভালোই লাগতেছিল    মাইক্রোফোনে একটা তুলার কভার হইলে আরো ব্যাটার হইতো            ভালোই  বাজে প্রডাক্ট না  আমার কাছে খুব ভালো লাগছে    তবে মাইক্রোফোন এর এক্সপেরিয়েন্স টা আর একটু ব্যাটার আশা করছিলাম ,1
সত্যিই অসাধারণ   এই দামের প্রোডাক্ট টি নেওয়ার আগে ভেবেছিলাম হয়তো তেমন একটা ভালো নাও হতে পারে   লাইটিং টা রাতে সত্যি অন্যরকম ফিল এনে দেয়   এখন অব্ধি সাউন্ড লাইট ক্যাবল ও নয়েজ ক্যান্সেলার সব ঠিক ঠাক পেয়েছি  ভালোবাসা রইলো,1
অসাধারণ     সাউন্ড কোয়ালিটি সাথে লাইটিং টা জোশ ছিল  প্যাকেজিং সুন্দর ছিল আর সাথে সেলারের ব্যবহার ভাল ছিল  নিশ্চিন্তে নিতে পারেন  ভাল প্রোডাক্ট পাবেন ইনশাআল্লাহ   ,1
এক কথায় কোয়ালিটি অনেক ভালো  সাথে সাউন্ড কোয়ালিটি বেশ ভালোই  তবে স্টিলের ফ্রেমটা বেশি ভালো লেগেছে ,1
এই দামে বেস্ট প্রোডাক্ট   সাউন্ড কোয়ালিটি মোটামুটি        লাইটগুলো অস্থির    কিন্তু বক্স এ কোন ওয়ারেন্টি কার্ড পাই নি   তাই এর ওয়ারেন্টি নিয়ে আমার সন্দেহ আছে ,1
আলহামদুলিল্লাহ দাম অনুযায়ী অনেক ভালো একটি প্রোডাক্ট দিয়েছেন  সাউন্ড কোয়ালিটি ও সবকিছুই ভালো  ভবিষ্যতে ইনশাআল্লাহ এধরনের কোনো পন্যের প্রয়োজন হলে আপনারাই প্রথম চয়েজ থাকবেন আর এভাবেই সবাইকে ভালো প্রোডাক্ট দিবেন ,1
প্যাকেজিংটা খারাপ ছিল কিন্তু জিনিসটা অনেক        আপনারা চাইলে নিতে পারেন ধন্যবাদ আপনারা চাইলে ফোনেও ব্যাবহার করতে পারেন,1
একটার দাম  টাকা  আরেকটা  টাকা    টাকার টাতে আপনি ভালো সার্ভিস পাবেন   কিন্তু প্রো লেভেল এর ফিলিংস পাবেন না   তবে দাম অনুযায়ী সেরা সার্ভিস পাবেন   সো নিতে পারেন   এটার সাথে তুলনা করলে   এ   সার্ভিস পাওয়া যায়  ,2
ধন্যবাদ গেমিং হেডফোন টা অনেক ভালো  সাউন্ড টা দাম অনুসারে ভালো  সেলার কে আবার ও ধন্যবাদ জানায় সুন্দর ভাবে প্যাক করে পাঠানোর জন্য     ,1
হেডফোনটি গেম খেলার জন্য খুবই ভালো  আমার কাছে একটাই প্রবলেম সেটা হল  এর সাথে থাকা ভলিয়ম এর অপশনটা পিছনে না হয়ে সামনে হওয়াটাই ভালো ছিল  শুয়ে থেকে গেম খেলতে গেলে ভলিয়ম সমস্যা হয় ,1
যেমন চেয়েছি আলহামদুলিল্লাহ তেমনি পেয়েছি ব্যবহার করার পর দেখি সাউন্ড একটু কম সমস্যা নেই আমার জন্য ঠিক আছে  কেউ যদি বেশি সাউন্ডের আশায় এটা অর্ডার করেন তাহলে ভুল করবেন,1
আমি মনে করছিলাম এটা শুধু ল্যাপটপে বা কম্পিউটারে চালানো যাবে কিন্তু না এটা মোবাইলে চালানো যাবে কোন সন্দেহ নাই মোবাইলে চালানোর সময় কোন এক্সট্রা কেবল প্রয়োজন হবে না এখানে তিনটা ক্যাবলের মধ্যে একটা দিলেই মোবাইলে চালাতে পারবেন,1
ভালো প্রোডাক্ট পাইছি  আর হেডফোনের কোয়ালিটি কিন্তু যথেষ্ট ভালো  আর ডেলিভারি হতে প্রায় চার দিন সময় লেগেছে আর হেডফোনের কেবল কিন্তু যথেষ্ট ভালো  এই প্রোডাক্টটা যারা গেমিং করবেন অথবা লাইভ করবেন তাদের জন্য বেস্ট  আর সব শেষ ধন্যবাদ ফ্যান টেক এবং দারাজ কে  ,1
হেডফোন টি অনেক ভালো  কয়েক মাস ব্যবহার করে আজকে রিভিউটি দিচ্ছি  সত্যি বলতে অসাধারণ সাউন্ড কোয়ালিটি   ভয়েস কোয়ালিটি সবই ঠিক আছে  ধন্যবাদ সেলার কে ,1
মাশাল্লাহ   যেমনটা আশা করেছিলাম তেমন টা পেয়েছি  সাউন্ড কোয়ালিটি এবং মাইক্রফোনে কোয়ালিটি খুবই সুন্দর  দারাজ কে আন্তরিক ধন্যবাদ  ,1
ডেকোরেসন ভালো  সমস্যা হচ্ছে  স্প্লিট স্প্লিন্টার দেওয়া হয় নাই যাতে করে মাইক অডিও একসাথে মোবাইলে ব্যাবহার করা যায় না  পেকেজিং    সাউন্ড     অন্যান্য    আর৷ ছবিতে যেমন আছে হুবুহু তেমন দিয়েছে  সেলারদের দিক থেকে সবকিছু পারফেক্ট হয়েছে  এই দামের মধ্যে খুব ভালো ,1
আলহামদুলিল্লাহ দীর্ঘ  থেকে  মাস পর্যন্ত ইউজ করছি সাউন্ড খুবই সুন্দর এবং ক্লিয়ার আমার মতে এই বাজেটে সেরা হেডফোন,1
অনেক দেরি তে পাই সি   সমস্যা নাই যকন হাটে পাইসি কুশি হলাম   দুই দিন ইউজ কোরিয়া আজ লিক লাম  সাউন্ড কোয়ালিটি ভালো  ব্যাটারি বেস্ট    কোয়ালিটি ভালো              ,1
অসাধারণ প্রোডাক্ট আমার খুব পছন্দ হয়েছে আমি দুইটা কিনেছি একসাথে দুইটাই খুব সুন্দর সেলার খুব ভালো   ডেলিভারি ম্যান আমি বাসায় না থাকার কারণে আমার সাথে ফোনে যোগাযোগ করে আমার চেনাশোনা একটি দোকানে রেখে যায় এবং বিকাশে টাকা দেয়ার কথা ছিল আমার বিকাল  টার মধ্যে কিন্তু আমি অফিসিয়াল কাজের জন্য বিকাল চারটের মধ্যে টাকা দিতে পারি নাই তাই ডেলিভারি ম্যান মনে করেছে আমি আর টাকাটা দিব না মনে হয় এজন্য সে আমার কাছে  বারের বেশি কল দিয়েছে কিন্তু আমি পরে যোগাযোগ করে তাকে খরচ সহ সব টাকা পরিশোধ করি ,1
এক কথায় আসাদারন  আপনারা ছাইলে নিতে পারেন  সউন্ড কয়ালিটি পুরাই আগুন কিন্তু সাথে সুদু ছারজিং কেবল ছিলো     জেক ছিলো না ,1
যেমনটা চেয়েছিলাম তেমনটাই পাইছি  সব ঠিক থাক  আমি টা অর্ডার করছি  কিন্তু একটা প্রবলেম হইলো আমি        এর জন্য নিয়েছিলাম কিন্তু এটা ওয়্যারলেস হওয়ার কারণে সাউন্ড ড্রপ খায় তাই আমি একটা রিটার্ন দিবো তবে সবাই নিতে পারেন এইটা  সেলার অনেক ভালো,2
আলহামদুলিল্লাহ  যা ভেবেছিলাম তার থেকে অনেক ভালো  মোটামুটি ইউজে দুই দিন চলে যায় সাউন্ড কোয়ালিটি এবং ব্লুটুথ রেঞ্জ অনেক ভালো  কিন্তু বিল কোয়ালিটি একটু নরমাল মনে হয়েছে আবার দাম বিবেচনায় করলে ঠিক আছে ,1
দাম হিসাবে জিনিস ভালো সাউন্ড কোয়ালিটি ভালো ,1
অর্ডার ডেলিভারি খুব তারাতাড়ি পেয়েছি খুব সুন্দর সাউন্ড ভয়েস সব মিলে অসাধারণ,1
জেমনটা দেখছি তেমনটা পাইছি অনেক ভালো জিনিশ চাইলে নিতে পারেন,1
আলহামদুলিল্লাহ পণ্যটি মোটামুটি ভালই আছে   আর বিশেষ করে ডেলিভার ম্যান ব্যবহারটা খুব সুন্দর ছিল  ,1
হাতে পেয়ে তো ভালোই দেখলাম এখন চালাই কয়েকদিন যাই হোক ঠকান নাই মনে হচ্ছে আর কি  ধন্যবাদ  ,1
আলহামদুলিল্লাহ অনেক ভাল একটি প্রোডাক্ট অনেকদিন ইউজ করার পর রিভিউ দিলাম সাউন্ড কোয়ালিটি অনেক ভালো আমি অনেক খুশি থ্যাংক ইউ দারাজ এবং সেলার ভাইকে      ,1
ভালো পণ্য  সাউন্ড কোয়ালিটি অনেক ভালো  গেম খেলা অথবা ব্লুটুথ ছাড়া ব্যবহার করার জন্য           লাগানোর জায়গা আছে  সেলার ভাইয়ের কাছে কালোটা চেয়েছিলাম কালোটাই দিয়েছেন   দিনে ডেলিভারি পেয়েছি  পাঁচ দিনের মতো ব্যবহার করার পর রিভিউ দিচ্ছি  আমার নিজের ভুলে একবার কান থেকে একবার পড়ে গিয়েছিল  কোন সমস্যা হয়নি              ,1
আলহামদুলিল্লাহ  যেমনটা চেয়েছিলাম ঠিক তেমনই পেয়েছি৷ সবকিছু ঠিকটাক আছে সাউন্ড কুয়ালিটি ও খুব ভালো৷ তবে অনেককে বলতে শুনেছি দারাজ অনেক সময় বাটপারি করে ভালো বলে দুইনাম্বার জিনিস দিয়ে দেয় তবে এই যাত্রায় আমি বেচে গেছি৷ জানি না ওদের কথা আওদো ঠিক কি না৷ হ্যাঁ  ডেলিভারিতে অনেক দেরি হয়েছে এটা অত্যান্ত দুঃখজনক৷ আমি চাই দারাজ জনপ্রিয় হয়ে আছে আর এই জনপ্রিয়তা যেনো ধরে রাখতে পারে৷ বেস্ট অফ লাক৷,1
অসাধারণ একটা মাউস  যদিও ডেলেভারীতে বেশ কিছুদিন লেগেছে  আমি দুদিন যাবত ব্যাবহার করছি  এতো কিউট আর এই বাজেটে পুরোপুরি প্রিমিউয়াম  খুব দ্রুত কানেক্ট হয়  গত দুদিন ব্যাবহার করার পরেও চার্জ হান্ড্রেড দেখাচ্ছে  যদিও আমি পেয়েই সাথে সাথে আগে চার্জ ফুল করে তারপর অন করেছি  নিতে পারেন নির্ভরতার সঙ্গে  ইন্ডিকেটর লাইটাও সুন্দর  একেবারে নিঃশব্দে ব্যাবহার করা যায়  অর্ডার পুরো স্বার্থক  থ্যাংকস সেলার এবং দারাজকে এতো দারুণ জিনিস দেবার জন্য   ,1
এই দামে কোয়ালিটি অত্যন্ত প্রিমিয়াম  মাউসটি হাতে নিলেই এর কোয়ালিটি বোঝা যায় বেশ একটা ওয়েট আছে  ডিভাইসের সাথে পেয়ার করা থাকলে অন করার এক সেকেন্ডের মধ্যে কানেক্ট হয়ে যায়  তবে এটি একটি ব্লুটুথ মাউস তাই আপনার ডিভাইসে অবশ্যই ব্লুটুথ থাকতে হবে কোন ধরনের ডঙ্গল দেয়া হয়নি  আমার মনে হয় না এই দামে এর চেয়ে প্রিমিয়াম লুকিং কোন মাউস আছে ,1
দিয়েছে সাদা  চেয়েছি কালো  রেখে দিলাম  কারণ প্রোডাক্ট ভালো ,2
এই পর্যন্ত দারাজ নিয়ে ভাল ধারণাই ছিল এই প্রোডাক্টটি ব্যবহৃত   পুরাতন প্রোডাক্ট ডেলিভারি দিয়ে দারাজ শপিং থেকে আমাকে বের করে দিলো  সেলার এর উদ্দেশ্যে বলছি দয়াকরে এমন দুই নাম্বারি আর কারো সাথে কইরেন না ,0
কোয়ালিটি ভালো এবং অনেক ভালো কাজ করে আমি অনেক খুশি ,1
এইমাত্র হাতে পেলাম টিকভাবে রান করছে  আশাকরি ভালো          পাবো সেইসাথে সেলার ভাইকেও ধন্যবাদ জানাই                  দেবার জন্য            ,1
ঠিক যেমন দেখেছি আলহামদুলিল্লাহ তেমনি পাইছি,1
দ্রুত প্রোডাক্ট পেয়েছি  প্যাকেজিং সামান্য ড্যামেজড ছিলো  তবে মাউস অক্ষত ছিলো  ওর্ডার করেই সেলারকে নক দিয়ে ডুয়েল মোড এর কথা স্বরণ করিয়ে দিয়েছি  কারন সেইম জিনিস আবার ব্লটুথ ছাড়া সিঙ্গেল মোডেরটা হয়  চার্জিং ক্যাবলটা কালো হলে ভালো লাগতো  মাউসটা হালকা ওজনের বেশ হ্যান্ডি ফিল হয়  টিভির ও মোবাইল এর সাথে কানেক্ট করে দেখেছি  সুন্দর কাজ করে  এতে             এবং             দুই চ্যানেলই আছে  সব ডিভাইসেই কাজ করার কথা  চার্জিং এর টাইমে ভিতরে নীল আলো জ্বলে যা  স্ক্রল হুইলের ফাক দিয়ে দেখা যায়  চার্জিং শেষ হলে আলো অফ হয়ে যায়                         ,2
মাউসটির বক্স দেখতে সুন্দর  মাউসটির উপরে রাবার কোটিং দেয়া ধরতে ভালই লাগে         গুলো বেশ ক্লিকি         টা একটু নরমাল কিন্তু চলে         আমার      রুমে কোনো সমস্যা ছাড়াই চলছিলো            আপাতত ঠিক থাক কাজ করলেও কিছুদিন পর সমস্যা হবে হয়তো   ব্যাটারি চার্জ ভালই থাকে সারাদিন ব্যবহারেও শেষ হয়নি                   ও চার্জিং পোর্ট থাকে চার্জ করতে সুবিধা অন্যান্য ওয়্যারলেস       থেকে    দিন ইউজ এর পর রিভিউ দিলাম ,1
প্রায় দুই মাস ব্যবহারের পর মাউসটির রিভিউ দিচ্ছি   মাউসটি দেখতে যেমন সুন্দর ধরতেও অনেকটা কম্ফোর্টেবল  এই        মাউসটির বিশেষ গুণ হচ্ছে                           এই দুই পাওয়ারফুল ব্লুটুথ কানেকশন এর মাধ্যমে আপনি চাইলেই ওয়্যারলেস রিসিভার বাদেই কানেক্ট করতে পারবেন আপনার পিসি এর সাথে খুব সহজেই   আর এক্সট্রা পাওয়ারফুল ডিপিআই ফিচারস তো আছেই  এই ফিচারটির মাধ্যমে আপনি খুব সহজেই       তারপর পিসি গেমস খেলতে পারবেন মাউসের কার্সর এর স্পীড বাড়িয়ে   সেলার ভাইকে আর দারাজকে ধন্যবাদ জানাই এত সুন্দর একটি ব্র্যান্ডের মাউস দেওয়ার জন্য   ভাইয়ের জন্য অনেক শুভকামনা রইল  সামনে যেন আরো আমাদের জন্য ভাল কিছু আনতে পারে    ,1
অনেক স্লিম দেখতে খুবই প্রিমিয়াম,1
নিঃশব্দে অসাধারণ কাজ করে চলেছে  উপরে স্মুথ গ্রীপ ফিনিশিং  চার্জিং অবস্থাতেও কাজ করছে যা ভাবিইনি   টাকায় আর কি চাই  দেখাযাক কতদিন চলে আশা করছি টেকসই হবে ইনশাআল্লাহ ,1
কম টাকাই কনেক সুন্দর  একটা                পেলাম       থেকে ,1
অনেক ভালো মাউস কি রকম চলে চালিয়েও দেখেছি ভালই চলে এখন কতদিন চলবে আল্লাহপাক ভালো জানেন,1
আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট আপনারা সবাই নিতে পারেন     ,1
সেরা ইকুয়ালিটি   অনেক খুসি,1
আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট আমি ভাবছিলাম নষ্ট আর একেবারে নিম্ন মানের হবে কিন্তু হাতে পাওয়ার পর আমি সত্যি ই অবাক হয়ে গেছি আমি  দিন ব্যবহার করছি ভালো লাগছে অনেক,1
প্রোডাক্টিভ ভালো ছিল বাট গেমিং মাউস হিসেবে এটি ভালো নয়  ডেলিভারি ভালো ছিল খুব দ্রুত পেয়েছি  ডেলিভারি বয় নাম ব্যঙ্গ করে বলার কারণে তার ব্যবহার আমার ভালো লাগেনি  নরমাল ক্লিক এর জন্য এ মাউস টি নেয়া যেতে পারে আমি রিকমেন্ডেট করি   এক মাস ব্যবহার করার পর ছবি তুলে দিলাম ,2
এক কথায় অসাধারণ একটি প্রোডাক্ট  যাদের কম্পিউটারে টিভি দেখার অভ্যাস আছে তারা নিতে পারেন ,1
সবাই নিতে পারেন   মোটামুটি কাজের একটা জিনিস  বিশেষ করে এই শীতে আমার মতো যাদের বউ নাই  তারা লেপ কাথার ভেতরেই শুয়ে বসে কাজ করতে পারবেন ,1
আলহামদুলিল্লাহ অনেক দিন ব্যবহারের পর রিভিউ দিলাম  অনেক সুন্দর কাজ করে আপনারা চাইলে নিতে পারেন  প্যাকেজিংটা ছিল অনেক সুন্দর,1
আলহামদুলিল্লাহ খুব ভলো প্রডাক্ট   আপনারা নিয়ে আমার মতো টকতে পারেন,1
অল্প টাকা বেশি ভালো কিছু দিয়েছে  দারাজ আপনারা এই পন্যটি নিতে পারেন ধন্যবাদ  দারাজকে,1
খুব সুন্দর একটা জিনিস  ভালো লাগলো অনেক ধন্যবাদ আপনাদেরকে যা চেয়েছি তাই পেয়েছি,1
  মাউজ টা ভালোই  বলে রাখি বেটারি  টা প্রয়োজন হয়  যা দেওয়া হয় না  প্যাকেজিং টা খুবই বাজে ছিলো  কি এক অবস্থা মনে হইচে ডাষ্টবিন থেকে তুলচি এ ব্যাপারে আরো সচেতন হতে হবে   ,2
মোটামুটি বেশ কয়েকদিন চালিয়ে রিভিউ দিচ্ছি   ভালো প্রোডাক্টস              ,1
খুবই ভালো একটি প্রডাক্ট   নিতে পারেন চাইলে,1
সুন্দর মাউসটি হাতে পেয়ে গেলাম  ব্লুটুথ আর ওয়াইফাই ডংগল দুইটা সাপোর্ট করার উদ্দেশ্যে ডুয়াল মোডটা নিলাম  আরজিবি না নেওয়ার কারন হলো আরজিবিতে তুলনামূলক বেশি ব্যাটারি ড্রেইন হবে কিন্তু পরে আরেক শপ থেকে      টা নিয়ে বেশি ব্যাকআপ পেলাম  আর এটা মাত্র   দিন চলে যেখানে     টা  দিন চলেছে  যাই হোক  আশা করি ভালো সার্ভিস পাবো  যদিও কতদিন টিকে সেটাই দেখার বিষয়  উপরে ম্যাট ফিনিশিং আছে  বেশ পাতলা মাউসটি  উপরে ডিপিআই পরিবর্তন করার বাটন আছে  এতে করে কত স্পিডে মাউস মুভ হবে তা সিলেক্ট করা যায়  বেশ তাড়াতাড়িই হাতে পেয়েছি বলতে গেলে  সেলার সুন্দর করে বক্সে পাঠিয়েছেন যার জন্য ধন্যবাদ  দারাজকেও ধন্যবাদ  এটার মধ্যে চার্জে লাগালে সবুজ আলো জ্বলে যা চার্জ হচ্ছে কিনা বুঝতে সাহায্য করে  আপনারাও নিতে পারেন তবে     টা নিলে ভালো হতে পারে  হয়তো ব্যাটারির তফাৎ থাকতে পারে ,1
ইন্ট্যাক্ট অবস্থায় পেয়েছি   প্যাকেজিং ভাল ছিল  ছবির সাথে হুবুহু মিল আছে এত কম দামে এত ভাল জিনিস পেয়ে ভাল লাগল  এটা দেখতে অনেক সুন্দর   খুব হাল্কা  বাটন গুল অনেক সফট আর সাইলেন্ট ম্যাট ফিনিশিং থাকায় দেখতে প্রিমিয়াম লাগে হাতে পাওয়ার পর  ঘন্টা চার্জ দিয়েছি  দিন হয়ে গেল এখনও ভাল ভাবে চলতাসে  এটার ডিপি আই মেপে দেখি নাই কিন্ত ম চালানোর সময় অনেক ফাস্ট ছিল ঠিক ভাবে কন্ট্রোল করতে পারি নাই   পরে ডিপি আই ঠিক করে নিছি  সেলার এবং দারায কে ধন্যবাদ এত দ্রুত এবং ভাল পন্য দেয়ার জন্য সেলার ব্যবহার খুব ভাল ও রেস্পন্সিভ এবং বিশ্বস্ত  এই মাউস আপ্নারা নিতে পারেন এই স্টোর  থেকে নিশ্চিন্তে ,1
দাম হিসেবে ঠিক       দিয়েছে ধন্যবাদ সেলার কে               কোনো      দেয় নাই        বাসায়  তালায় এসে প্রোডাক্ট দিয়ে গেছে  ,1
          আপনারা নিতে পারেন,1
         অসাধারণ লেভেলের একটা গেমিং মাউস বাটনের      তবে মার্ক করা স্থানে আরেকটা বাটন থাকলে ভালো হতো অর্থাৎ মোট টা বাটন          ,1
 টিনজি গেমিং মাউস বলে কথা হাতে ধরতেই এক অসাধারণ অনুভূতি        ধন্যবাদ দারাজ ও সেলারকে এ দামে জেনুইন পন্য দেয়ার জন্য   ,1
আলহামদুলিল্লাহ অনেক ভালো একটা মাউস প্রথমে একটু চিন্তিত ছিলাম হাতে পাওয়ার পর ভয় কেটে গেছে রাতের বেলা অন্ধকারে  এটার আরজিবি কালার টা দারুণ লাগে মাউসটা জেনুইন  হটাৎ টান লেগে ক্যাবল নষ্ট হওয়ার চান্স নাই  কারন পুরো ক্যাবলটাই নাইলন কাভারিং করা মাউসটাও বেশ বড়সড় ধরে মজা আছে ,1
আসসালামু আলাইকুম  সবাই কেমন আছেন   আসা করি সবাই ভালো আছেন  ভাই এই পণ্যটি অসাধারণ   সবাই নিতে পারেন   অনেক ভালো কাজ করে     ,1
দারুন অনেক ছিলিম এবং ভালো কাজ করে,1
এত কম টাকা এত সুন্দর একটিভ মাউস সত্যিই অবিশ্বাস্য  আমি কিছুদিন আগে একটি কিনছিলাম কিনে ব্যবহার করে খুব মজা পাচ্ছিলাম  তাই আরেকটি অর্ডার করে কিনছি  সত্যিই খুবই সুন্দর একটি প্রোডাক্ট  আপনারা সবাই নিতে পারেন   আমি আশা করছি কেউ এই মাউসটি কিনে ঠকবেন না  ধন্যবাদ দারাজ কে  এবং ধন্যবাদ জানাই সেলার ভাইকে,1
মাউস টি আমার কাছে এইদামে সুন্দর লেগেছে  টিভির সাথে কানেক্ট করেছি  চলছে  এখন কত মাস ইউজ করা যায় তার উপর আমার আসল রিভিউ নির্ভর করছে  আপাতত সবদিক দিয়েই ভালো  কয়েক মাস চালানোর পর রিভিউ আবার আপডেট করবো ইনশাআল্লাহ ,1
এত সেনসিটিভ একটি প্রোডাক্ট পলিপ্যাকে পাঠানোতে আশ্চর্য হয়েছি  মাউসটি দেখতে অনেক সুন্দর  কাজও করছে ভাল  দেখা যাক কত দিন টিকে  আপনারা নিতে পারেন ,1
ভালো সার্ভিস দিচ্ছে  ধন্যবাদ  বছরের বেশি সময় ধরে ব্যবহার করছি  টাকা দিয়ে কিনেছিলাম  প্রতি মাসে   বার ইউজ করি  ইউজের আগে   ঘন্টা চার্জ দিয়ে ব্যবহার করলেই ভালো সার্ভিস দিচ্ছে  কম দামে ভালো সার্ভিস দিচ্ছে এবং মনের মত একটা পন্য  ,1
এক সাথে অনেক গুলো পন্য নিলাম সবগুলো ভালো পেলাম  এ আগেও এখান থেকে ট্রিমার নিয়েছি ওই গুলোও ভালো ছিলো  তাই নিজের এবং আত্মীয় স্বজন  বন্ধু বান্ধব যার ট্রিমার লাগে এখানে অর্ডার দেই ,1
 দিন চালানোর পর        দিলাম         টি হাতে পাওয়ার পর  জন দাড়ি কেটেছি একফুটাও চার্জ দেইনাই তারপরেও চার্জ ছিল সবমিলিয়ে ভালোই পেকেজিং ভালো ছিল আর          পেয়েছি অনেক                                ,1
একদম পয়সা উসুল যাকে বলে  এর আগেও একটা ক্যামেই এর ব্যবহার করতাম   বছর পর নষ্ট হওয়ার পর আরেক মডেলের  একটা অর্ডার দেই  কিন্তু ঐটাতে জিরো সাইজ ছিলো না  এটাতে জিরো সাইজ সহ নোজ হেয়ার ট্রিমারও আছে  মানে এক কথায় অনেক ভালো  রিচার্জেবল ব্যাটারি দেওয়া  ব্যাটারি সমস্যা হলে পালটানো যাবে দোকানে যাওয়া ছাড়াই  একদম মন মত হয়েছে ,1
 সপ্তাহ পরে রিভিউ দিচ্ছি  সত্যিই খুবই ভালো একটা পণ্য  তবে  লিথিয়াম ব্যাটারি হলে ভালো হতো আর এটার এম্পিয়ার ও কম  তবে সব মিলিয়ে আলহামদুলিল্লাহ  ডেলিভারি বয় খুবই ভালো ছিলো  ডেলিভারির  দিন আগেই পণ্যটি হাতে পেয়ে গেছি  তাই সব মিলিয়ে  স্টার দেওয়ার ,1
